total_skills_found,matched_skills_count,missing_skills_count,skill_match_percentage,project_count,experience_score,education_score,keyword_match_score,formatting_score,final_score,category
4,3,9,75.0,1,5.0,7,6,3,57,Average
3,1,13,33.3,3,12.0,7,8,0,58,Average
3,0,6,0.0,5,9.0,3,8,3,43,Average
21,8,10,38.1,3,12.0,9,0,4,58,Average
21,4,6,19.0,4,8.0,7,1,3,47,Average
20,7,13,35.0,0,13.0,3,8,1,39,Weak
3,2,1,66.7,5,14.0,7,1,0,69,Average
3,0,3,0.0,1,15.0,9,2,4,36,Weak
8,6,1,75.0,5,1.0,4,8,4,67,Average
15,3,10,20.0,2,9.0,4,2,2,37,Weak
9,8,3,88.9,5,1.0,3,1,4,65,Average
13,10,4,76.9,5,3.0,4,0,4,62,Average
5,1,12,20.0,4,4.0,10,5,3,50,Average
18,10,5,55.6,5,10.0,9,7,0,68,Average
9,1,2,11.1,3,6.0,3,8,5,44,Average
3,0,0,0.0,5,13.0,7,9,2,51,Average
19,19,3,100.0,1,4.0,3,7,4,64,Average
22,18,13,81.8,0,9.0,7,8,5,62,Average
2,0,8,0.0,3,12.0,3,2,2,37,Weak
12,3,14,25.0,4,15.0,9,3,3,60,Average
21,4,3,19.0,4,3.0,7,3,0,41,Average
18,7,5,38.9,3,11.0,9,0,5,59,Average
21,6,2,28.6,3,1.0,7,10,0,47,Average
11,3,5,27.3,3,8.0,4,2,3,46,Average
10,5,8,50.0,5,6.0,4,4,2,56,Average
18,3,12,16.7,5,15.0,4,3,0,49,Average
5,5,5,100.0,0,12.0,7,0,2,61,Average
7,5,11,71.4,3,14.0,7,9,5,82,Good
15,12,9,80.0,2,13.0,9,2,1,69,Average
17,3,4,17.6,4,6.0,3,1,1,38,Weak
4,3,13,75.0,3,11.0,4,3,1,67,Average
13,11,6,84.6,5,0.0,10,1,0,65,Average
10,1,2,10.0,2,8.0,10,10,1,45,Average
13,10,14,76.9,4,0.0,10,2,3,66,Average
24,8,13,33.3,0,11.0,4,3,4,35,Weak
3,3,0,100.0,5,15.0,3,2,4,84,Good
24,11,13,45.8,0,10.0,3,0,4,35,Weak
12,10,14,83.3,2,13.0,3,0,4,65,Average
19,2,12,10.5,5,3.0,10,5,2,44,Average
11,4,3,36.4,5,15.0,10,2,5,67,Average
9,2,9,22.2,2,8.0,10,0,1,40,Weak
19,4,8,21.1,2,10.0,9,3,4,46,Average
17,5,9,29.4,0,12.0,4,3,0,31,Weak
5,2,9,40.0,5,10.0,7,4,4,61,Average
18,2,9,11.1,0,5.0,10,10,0,29,Weak
19,14,7,73.7,0,9.0,10,3,1,52,Average
10,6,10,60.0,2,10.0,7,7,2,62,Average
23,19,7,82.6,0,13.0,10,8,4,68,Average
16,11,0,68.8,0,7.0,4,0,0,39,Weak
9,1,0,11.1,3,8.0,7,5,1,43,Average
2,0,14,0.0,4,8.0,10,4,2,44,Average
17,7,13,41.2,1,1.0,4,5,4,36,Weak
6,3,8,50.0,4,1.0,9,1,5,56,Average
19,4,2,21.1,3,0.0,7,5,3,41,Average
14,11,11,78.6,1,10.0,4,1,3,55,Average
12,7,2,58.3,4,6.0,4,10,2,65,Average
5,4,5,80.0,3,13.0,9,6,4,82,Good
18,2,4,11.1,4,11.0,7,0,0,42,Average
5,4,0,80.0,0,2.0,4,5,0,43,Average
11,2,12,18.2,1,1.0,9,10,1,34,Weak
21,9,7,42.9,1,5.0,3,8,1,40,Weak
23,10,4,43.5,2,14.0,3,3,2,51,Average
24,20,7,83.3,5,0.0,10,9,5,77,Good
24,6,0,25.0,4,2.0,9,2,3,46,Average
14,3,6,21.4,3,0.0,7,2,2,38,Weak
6,2,7,33.3,3,6.0,3,1,1,42,Average
21,7,5,33.3,5,15.0,7,10,3,68,Average
20,3,12,15.0,2,10.0,7,7,1,43,Average
24,4,3,16.7,1,7.0,7,5,5,37,Weak
16,3,2,18.8,0,2.0,3,7,2,22,Weak
5,2,7,40.0,1,5.0,7,2,3,39,Weak
13,4,13,30.8,3,8.0,7,0,5,50,Average
12,5,5,41.7,2,4.0,4,9,1,47,Average
21,15,0,71.4,2,11.0,3,10,2,67,Average
11,2,14,18.2,2,15.0,10,0,3,47,Average
9,9,6,100.0,5,3.0,9,0,1,73,Good
3,3,2,100.0,5,4.0,9,6,0,79,Good
21,3,9,14.3,0,2.0,9,0,1,18,Weak
19,6,4,31.6,0,11.0,9,7,0,40,Weak
2,0,14,0.0,1,7.0,3,10,4,30,Weak
11,3,4,27.3,5,4.0,7,3,0,45,Average
13,5,8,38.5,2,3.0,10,3,1,44,Average
12,1,8,8.3,5,1.0,4,9,5,42,Average
23,0,3,0.0,3,7.0,10,3,3,41,Average
5,2,7,40.0,3,10.0,3,2,4,53,Average
9,7,1,77.8,1,3.0,4,0,4,48,Average
6,2,9,33.3,2,0.0,4,9,1,39,Weak
7,6,11,85.7,0,7.0,9,10,3,63,Average
22,8,14,36.4,3,10.0,3,0,1,47,Average
23,21,4,91.3,1,5.0,4,8,3,63,Average
3,0,4,0.0,1,4.0,9,1,4,24,Weak
16,9,8,56.2,0,2.0,4,1,5,34,Weak
7,6,10,85.7,4,11.0,10,4,5,84,Good
6,0,14,0.0,5,13.0,10,4,0,47,Average
8,8,0,100.0,2,12.0,4,9,1,78,Good
6,2,3,33.3,3,8.0,7,7,3,56,Average
13,6,3,46.2,5,11.0,4,1,1,55,Average
24,15,3,62.5,3,6.0,4,6,3,62,Average
15,10,6,66.7,3,0.0,9,9,5,68,Average
18,0,13,0.0,2,5.0,4,7,1,29,Weak
13,12,0,92.3,3,11.0,3,2,5,76,Good
2,1,12,50.0,3,10.0,4,1,5,58,Average
3,3,9,100.0,4,15.0,10,4,5,94,Excellent
8,4,9,50.0,3,15.0,4,5,0,62,Average
7,4,10,57.1,3,3.0,4,3,1,52,Average
21,9,1,42.9,0,0.0,9,1,0,27,Weak
21,19,11,90.5,5,4.0,3,1,0,64,Average
21,18,3,85.7,5,14.0,4,5,0,77,Good
16,15,7,93.8,1,13.0,3,10,2,72,Good
14,7,10,50.0,1,1.0,10,6,0,43,Average
16,13,9,81.2,5,2.0,10,4,1,69,Average
11,4,4,36.4,1,9.0,9,10,5,54,Average
17,8,5,47.1,4,10.0,4,7,5,65,Average
20,15,7,75.0,4,15.0,9,7,5,86,Excellent
19,1,0,5.3,5,12.0,9,6,0,49,Average
16,12,10,75.0,0,3.0,10,8,3,54,Average
3,0,1,0.0,2,0.0,3,5,3,23,Weak
18,11,6,61.1,3,10.0,9,6,0,67,Average
10,5,9,50.0,5,8.0,3,6,5,62,Average
19,9,1,47.4,1,14.0,7,8,2,56,Average
14,7,14,50.0,1,9.0,10,9,5,59,Average
22,11,5,50.0,1,8.0,3,3,0,40,Weak
9,4,0,44.4,4,4.0,3,7,3,55,Average
23,10,9,43.5,5,1.0,10,0,0,48,Average
21,12,8,57.1,0,14.0,3,5,5,50,Average
9,7,9,77.8,1,13.0,9,9,3,71,Good
13,7,11,53.8,1,2.0,7,7,0,44,Average
14,9,7,64.3,5,11.0,4,2,1,64,Average
19,16,12,84.2,2,5.0,10,6,2,69,Average
17,17,5,100.0,1,6.0,10,3,0,65,Average
21,2,8,9.5,1,13.0,4,4,0,31,Weak
10,7,2,70.0,3,13.0,3,2,5,69,Average
13,3,9,23.1,2,3.0,3,6,5,38,Weak
11,2,3,18.2,0,4.0,3,2,3,19,Weak
22,18,10,81.8,4,13.0,10,4,5,85,Good
9,0,12,0.0,2,14.0,7,10,3,46,Average
15,13,12,86.7,1,1.0,9,8,0,59,Average
4,3,13,75.0,4,13.0,4,4,4,75,Good
21,21,1,100.0,4,7.0,10,10,0,87,Excellent
10,7,2,70.0,0,9.0,9,0,4,50,Average
9,8,13,88.9,0,1.0,9,10,2,58,Average
15,1,5,6.7,0,10.0,7,3,0,23,Weak
13,12,0,92.3,4,10.0,9,9,1,86,Excellent
21,3,4,14.3,3,10.0,7,10,4,55,Average
14,4,12,28.6,4,12.0,4,6,5,58,Average
13,1,5,7.7,3,15.0,7,6,3,52,Average
4,2,1,50.0,2,13.0,4,8,0,57,Average
2,2,10,100.0,3,11.0,10,2,5,86,Excellent
11,3,2,27.3,4,15.0,9,1,4,60,Average
24,20,5,83.3,2,10.0,9,3,2,69,Average
23,14,0,60.9,5,10.0,9,5,3,71,Good
16,10,9,62.5,5,8.0,7,8,5,73,Good
16,15,6,93.8,4,12.0,10,2,2,84,Good
11,5,13,45.5,5,1.0,4,6,0,49,Average
6,2,5,33.3,2,8.0,7,0,0,40,Weak
2,2,3,100.0,0,6.0,3,0,3,52,Average
9,5,2,55.6,2,14.0,4,10,5,67,Average
9,6,3,66.7,4,1.0,7,9,4,68,Average
6,2,6,33.3,4,10.0,7,9,3,62,Average
7,1,1,14.3,2,2.0,10,3,1,34,Weak
2,0,6,0.0,1,14.0,9,5,2,36,Weak
15,3,12,20.0,2,13.0,7,7,0,47,Average
23,4,11,17.4,4,3.0,7,2,2,41,Average
17,13,9,76.5,0,13.0,9,8,3,64,Average
12,0,13,0.0,1,7.0,9,7,5,34,Weak
11,7,11,63.6,1,15.0,4,4,5,59,Average
9,9,9,100.0,4,11.0,7,4,4,86,Excellent
5,4,12,80.0,2,0.0,7,3,0,54,Average
15,6,1,40.0,0,3.0,3,8,4,34,Weak
15,0,12,0.0,1,6.0,10,10,1,33,Weak
2,2,4,100.0,0,3.0,7,10,3,63,Average
11,0,10,0.0,2,2.0,4,8,5,31,Weak
8,6,13,75.0,5,15.0,9,3,5,82,Good
5,4,7,80.0,3,13.0,9,8,3,83,Good
18,3,1,16.7,5,6.0,10,2,1,46,Average
14,11,5,78.6,4,3.0,3,9,3,69,Average
16,2,6,12.5,5,2.0,7,2,4,40,Weak
18,4,14,22.2,1,14.0,3,4,3,39,Weak
24,20,14,83.3,5,5.0,7,1,2,68,Average
20,20,8,100.0,1,0.0,7,0,2,55,Average
16,4,14,25.0,2,6.0,7,4,3,42,Average
22,21,6,95.5,4,7.0,10,6,0,81,Good
12,11,6,91.7,1,9.0,7,0,5,64,Average
24,19,12,79.2,1,5.0,7,9,0,59,Average
19,2,10,10.5,0,14.0,3,1,5,27,Weak
16,5,7,31.2,0,10.0,4,10,0,36,Weak
22,15,6,68.2,3,15.0,10,2,3,75,Good
13,13,10,100.0,5,5.0,7,4,2,78,Good
18,15,11,83.3,1,10.0,10,1,3,63,Average
8,3,7,37.5,2,5.0,7,9,2,50,Average
24,5,0,20.8,5,11.0,7,8,5,59,Average
16,16,1,100.0,4,11.0,7,0,0,78,Good
19,5,2,26.3,0,5.0,7,1,5,29,Weak
12,4,6,33.3,3,15.0,3,6,4,59,Average
21,21,9,100.0,0,13.0,3,9,4,69,Average
3,2,12,66.7,1,14.0,7,1,0,55,Average
4,1,3,25.0,1,3.0,7,2,0,28,Weak
13,0,11,0.0,3,11.0,7,5,2,43,Average
18,8,9,44.4,1,1.0,7,1,1,34,Weak
20,20,0,100.0,1,1.0,4,3,4,58,Average
12,5,5,41.7,1,15.0,9,0,5,52,Average
16,11,4,68.8,2,2.0,9,5,2,58,Average
14,3,13,21.4,3,13.0,3,7,4,54,Average
24,19,13,79.2,2,6.0,7,4,0,61,Average
17,13,12,76.5,1,4.0,9,2,4,56,Average
11,7,7,63.6,3,1.0,9,4,0,57,Average
24,19,7,79.2,3,10.0,4,5,4,73,Good
4,2,4,50.0,0,11.0,10,1,2,44,Average
24,9,11,37.5,5,7.0,9,1,2,54,Average
5,4,1,80.0,5,12.0,7,1,1,73,Good
8,7,4,87.5,3,5.0,9,10,2,79,Good
20,17,2,85.0,3,8.0,10,7,5,82,Good
18,4,7,22.2,4,4.0,4,1,4,42,Average
24,16,4,66.7,2,9.0,3,3,2,56,Average
19,0,2,0.0,2,2.0,7,4,1,26,Weak
16,9,5,56.2,2,7.0,3,1,3,48,Average
9,5,12,55.6,0,8.0,10,9,4,53,Average
2,1,8,50.0,5,8.0,10,10,1,69,Average
4,4,12,100.0,1,7.0,9,2,4,68,Average
8,7,13,87.5,1,10.0,10,0,5,66,Average
2,0,13,0.0,5,8.0,3,2,5,38,Weak
13,2,5,15.4,3,4.0,9,6,3,46,Average
19,4,13,21.1,3,3.0,7,8,1,45,Average
24,22,13,91.7,1,10.0,4,3,1,61,Average
13,7,14,53.8,1,15.0,4,3,4,54,Average
22,16,5,72.7,4,12.0,7,2,2,72,Good
24,20,3,83.3,2,10.0,9,0,0,64,Average
21,16,8,76.2,0,14.0,3,0,4,51,Average
12,1,13,8.3,5,14.0,9,4,0,50,Average
9,1,13,11.1,2,8.0,10,6,5,45,Average
24,9,8,37.5,4,1.0,3,0,2,41,Average
7,2,2,28.6,2,10.0,10,2,2,47,Average
11,8,6,72.7,3,9.0,9,10,0,75,Good
3,0,10,0.0,4,4.0,4,10,1,39,Weak
20,7,8,35.0,5,13.0,9,7,5,68,Average
16,4,5,25.0,1,13.0,9,5,3,46,Average
3,0,5,0.0,4,5.0,9,6,5,45,Average
7,1,0,14.3,5,7.0,3,4,5,45,Average
14,2,4,14.3,3,3.0,3,2,0,32,Weak
14,8,10,57.1,0,2.0,9,4,2,40,Weak
20,8,3,40.0,1,4.0,4,7,5,42,Average
8,3,14,37.5,1,5.0,4,7,2,39,Weak
23,11,1,47.8,0,4.0,7,7,3,40,Weak
12,9,8,75.0,4,2.0,9,6,3,70,Average
20,18,7,90.0,5,7.0,3,0,4,70,Average
7,4,12,57.1,3,9.0,10,6,5,71,Good
2,1,13,50.0,3,5.0,7,9,5,64,Average
3,2,8,66.7,4,8.0,3,7,3,68,Average
10,7,9,70.0,2,4.0,3,6,3,56,Average
23,3,10,13.0,2,11.0,10,2,2,42,Average
3,3,7,100.0,3,10.0,3,8,0,79,Good
10,1,2,10.0,1,15.0,7,4,4,40,Weak
4,2,6,50.0,0,0.0,9,2,0,31,Weak
23,15,3,65.2,3,13.0,7,5,4,73,Good
17,7,6,41.2,4,5.0,4,1,2,48,Average
19,4,9,21.1,0,1.0,3,10,4,26,Weak
18,17,3,94.4,1,11.0,9,7,5,76,Good
17,1,3,5.9,1,2.0,7,3,3,23,Weak
19,4,12,21.1,4,2.0,3,8,3,44,Average
2,2,5,100.0,3,15.0,3,0,2,78,Good
21,16,2,76.2,3,3.0,7,4,2,64,Average
19,1,10,5.3,3,8.0,3,7,0,38,Weak
19,15,10,78.9,1,3.0,4,0,0,45,Average
11,11,12,100.0,4,1.0,3,7,4,75,Good
20,2,11,10.0,0,0.0,9,9,5,27,Weak
10,4,14,40.0,0,0.0,9,6,0,31,Weak
3,1,8,33.3,4,7.0,9,2,1,52,Average
22,3,4,13.6,3,6.0,3,8,3,43,Average
7,1,12,14.3,1,0.0,4,3,4,23,Weak
4,0,3,0.0,2,5.0,4,8,4,33,Weak
16,3,4,18.8,0,4.0,9,6,4,31,Weak
7,3,12,42.9,4,9.0,10,1,0,57,Average
21,10,13,47.6,4,15.0,4,1,1,60,Average
12,3,5,25.0,1,11.0,9,0,2,38,Weak
2,0,10,0.0,2,14.0,7,0,0,33,Weak
23,4,13,17.4,1,3.0,10,3,2,31,Weak
13,11,11,84.6,2,3.0,3,0,2,54,Average
8,1,0,12.5,1,12.0,10,10,5,48,Average
17,16,9,94.1,1,4.0,7,10,1,66,Average
14,8,2,57.1,2,13.0,4,1,5,58,Average
2,2,12,100.0,5,7.0,3,3,4,77,Good
19,12,1,63.2,4,3.0,10,8,4,70,Average
11,3,14,27.3,1,13.0,10,7,4,51,Average
18,11,2,61.1,5,8.0,3,6,5,66,Average
22,6,6,27.3,1,12.0,7,10,1,47,Average
16,2,3,12.5,5,7.0,9,6,2,49,Average
17,4,12,23.5,1,2.0,7,7,3,34,Weak
7,2,5,28.6,3,10.0,3,5,5,52,Average
7,1,11,14.3,1,1.0,4,5,0,22,Weak
11,0,1,0.0,4,10.0,4,3,2,39,Weak
21,20,6,95.2,1,6.0,4,5,1,60,Average
14,7,13,50.0,5,12.0,10,10,1,73,Good
10,4,13,40.0,0,13.0,4,4,4,41,Average
19,18,3,94.7,3,6.0,9,1,1,73,Good
21,4,5,19.0,0,14.0,10,6,4,42,Average
22,9,6,40.9,5,1.0,9,8,5,59,Average
8,7,8,87.5,2,1.0,9,10,4,71,Good
18,12,8,66.7,4,15.0,3,5,1,71,Good
15,6,1,40.0,5,9.0,3,8,0,56,Average
12,3,11,25.0,3,7.0,9,2,2,48,Average
11,0,3,0.0,0,2.0,9,4,3,18,Weak
4,0,4,0.0,1,4.0,9,4,4,27,Weak
8,1,12,12.5,1,10.0,7,3,2,33,Weak
14,11,10,78.6,5,13.0,7,7,1,79,Good
22,14,5,63.6,5,14.0,3,9,5,76,Good
21,9,13,42.9,2,6.0,4,3,5,47,Average
6,5,5,83.3,5,7.0,7,1,3,71,Good
17,2,8,11.8,1,2.0,3,9,4,29,Weak
3,0,3,0.0,4,1.0,3,9,5,38,Weak
17,7,2,41.2,2,7.0,3,10,2,50,Average
9,9,7,100.0,1,9.0,4,2,0,61,Average
12,7,8,58.3,1,1.0,10,7,3,50,Average
18,16,12,88.9,2,6.0,9,7,2,72,Good
11,2,5,18.2,2,10.0,10,8,4,51,Average
20,17,13,85.0,1,12.0,4,8,4,68,Average
14,1,9,7.1,2,15.0,7,10,2,49,Average
24,5,1,20.8,0,5.0,10,5,2,30,Weak
16,8,11,50.0,5,6.0,4,0,2,52,Average
8,0,8,0.0,2,13.0,9,2,3,39,Weak
19,17,5,89.5,0,11.0,9,9,3,68,Average
11,10,7,90.9,3,4.0,10,9,3,80,Good
14,8,4,57.1,5,10.0,10,0,3,66,Average
5,1,9,20.0,2,2.0,9,4,5,40,Weak
4,0,8,0.0,5,7.0,7,2,1,37,Weak
15,9,6,60.0,3,4.0,10,3,1,60,Average
6,3,4,50.0,4,15.0,9,7,4,75,Good
24,18,5,75.0,1,0.0,4,5,5,50,Average
21,13,7,61.9,0,13.0,9,5,3,55,Average
18,2,7,11.1,2,4.0,7,4,2,33,Weak
18,2,4,11.1,5,0.0,4,7,2,37,Weak
15,12,8,80.0,4,10.0,7,7,2,78,Good
3,0,3,0.0,4,10.0,9,0,0,39,Weak
11,11,7,100.0,5,2.0,10,1,3,76,Good
13,1,1,7.7,2,0.0,7,3,1,26,Weak
23,17,7,73.9,1,1.0,3,4,1,45,Average
7,7,11,100.0,5,6.0,10,10,3,89,Excellent
13,6,12,46.2,3,2.0,7,9,5,59,Average
9,0,10,0.0,1,11.0,4,7,1,29,Weak
5,5,11,100.0,1,1.0,9,0,5,61,Average
4,0,0,0.0,5,12.0,4,1,3,40,Weak
10,5,5,50.0,0,13.0,4,5,5,47,Average
3,3,9,100.0,0,11.0,10,6,2,69,Average
3,2,12,66.7,4,15.0,10,7,5,84,Good
10,0,8,0.0,0,15.0,7,1,3,26,Weak
6,5,12,83.3,1,0.0,4,9,4,56,Average
14,2,4,14.3,5,5.0,10,5,3,49,Average
2,2,2,100.0,2,12.0,3,6,2,75,Good
8,5,1,62.5,4,5.0,9,0,3,62,Average
12,3,8,25.0,2,11.0,7,9,5,54,Average
24,10,9,41.7,0,12.0,10,5,4,48,Average
16,2,4,12.5,1,15.0,7,2,0,35,Weak
22,22,11,100.0,4,5.0,10,3,4,82,Good
9,2,11,22.2,0,5.0,3,3,5,25,Weak
12,4,5,33.3,3,0.0,9,0,4,44,Average
11,6,3,54.5,2,4.0,3,10,2,53,Average
22,15,11,68.2,2,4.0,9,8,2,62,Average
24,12,10,50.0,5,7.0,3,9,4,63,Average
24,12,2,50.0,3,6.0,10,3,3,60,Average
19,11,3,57.9,3,13.0,9,6,2,71,Good
13,12,7,92.3,2,12.0,3,5,2,71,Good
14,5,7,35.7,2,11.0,10,5,2,54,Average
24,20,2,83.3,4,0.0,4,6,0,63,Average
8,7,14,87.5,0,7.0,7,4,0,53,Average
9,9,5,100.0,1,11.0,3,8,0,68,Average
22,21,5,95.5,3,3.0,3,0,2,64,Average
10,8,0,80.0,3,6.0,4,2,3,65,Average
7,1,13,14.3,0,11.0,7,9,2,35,Weak
14,11,3,78.6,4,12.0,7,9,5,84,Good
9,7,14,77.8,3,13.0,10,8,1,81,Good
22,6,7,27.3,1,6.0,3,4,2,32,Weak
22,15,13,68.2,4,6.0,9,5,1,68,Average
9,2,2,22.2,5,6.0,3,0,1,39,Weak
14,7,2,50.0,2,10.0,4,3,3,52,Average
24,19,12,79.2,1,6.0,3,7,1,55,Average
19,3,12,15.8,1,6.0,3,3,1,25,Weak
6,2,8,33.3,3,2.0,7,5,4,49,Average
15,12,0,80.0,0,7.0,10,1,4,54,Average
16,7,14,43.8,2,3.0,9,5,1,48,Average
17,17,5,100.0,0,8.0,10,7,0,65,Average
2,0,14,0.0,0,14.0,7,6,1,28,Weak
8,6,13,75.0,2,12.0,3,6,3,66,Average
21,17,12,81.0,4,7.0,4,10,5,78,Good
7,7,10,100.0,5,15.0,10,2,0,87,Excellent
8,1,10,12.5,0,15.0,3,3,0,26,Weak
9,9,7,100.0,1,7.0,3,6,3,65,Average
6,2,0,33.3,2,12.0,10,5,5,57,Average
5,2,5,40.0,3,5.0,3,10,3,55,Average
9,3,10,33.3,5,14.0,10,0,5,62,Average
22,14,12,63.6,4,5.0,9,1,3,63,Average
2,1,8,50.0,3,4.0,9,3,0,54,Average
8,4,10,50.0,0,2.0,7,5,2,36,Weak
3,0,0,0.0,0,13.0,3,9,4,29,Weak
14,14,7,100.0,0,4.0,7,5,3,59,Average
7,1,7,14.3,3,13.0,10,4,1,52,Average
20,1,13,5.0,1,1.0,10,1,1,21,Weak
15,9,4,60.0,1,8.0,7,4,3,52,Average
20,8,3,40.0,4,6.0,10,5,2,59,Average
16,10,5,62.5,4,7.0,9,6,3,70,Average
12,11,2,91.7,2,2.0,3,6,2,62,Average
21,2,8,9.5,5,1.0,9,4,2,40,Weak
12,3,9,25.0,4,5.0,9,1,3,48,Average
23,12,12,52.2,4,7.0,7,1,0,56,Average
24,19,14,79.2,5,12.0,9,1,2,76,Good
15,9,1,60.0,1,7.0,10,6,2,55,Average
17,6,3,35.3,4,3.0,7,9,4,57,Average
7,4,4,57.1,5,4.0,4,9,4,64,Average
20,20,3,100.0,5,9.0,10,3,2,84,Good
17,8,12,47.1,3,6.0,10,0,1,54,Average
22,20,2,90.9,4,14.0,9,6,1,86,Excellent
8,7,0,87.5,5,7.0,9,0,1,72,Good
20,6,12,30.0,5,9.0,3,6,1,51,Average
12,3,14,25.0,5,1.0,7,4,4,46,Average
6,5,3,83.3,4,3.0,3,9,0,68,Average
5,1,4,20.0,2,13.0,7,6,0,46,Average
14,5,7,35.7,4,5.0,10,8,3,60,Average
9,2,7,22.2,2,6.0,4,4,1,36,Weak
4,3,14,75.0,4,9.0,10,9,4,82,Good
11,3,6,27.3,4,0.0,3,5,4,43,Average
17,11,0,64.7,5,8.0,3,6,4,67,Average
9,9,6,100.0,3,5.0,10,3,2,78,Good
23,19,8,82.6,2,2.0,3,4,2,56,Average
19,18,7,94.7,0,6.0,9,9,2,64,Average
13,0,7,0.0,3,7.0,9,4,1,39,Weak
23,10,13,43.5,3,2.0,4,0,3,44,Average
11,2,12,18.2,3,8.0,3,4,5,45,Average
5,5,3,100.0,4,11.0,4,4,1,80,Good
2,2,5,100.0,5,4.0,3,4,0,71,Good
23,7,10,30.4,0,15.0,9,0,3,39,Weak
24,14,6,58.3,2,9.0,10,1,2,57,Average
19,12,6,63.2,4,12.0,10,3,4,74,Good
4,2,2,50.0,4,1.0,10,4,5,60,Average
8,4,3,50.0,4,12.0,9,0,5,66,Average
2,0,11,0.0,4,5.0,10,4,2,41,Average
3,1,12,33.3,5,11.0,9,3,5,61,Average
7,2,11,28.6,5,12.0,9,0,0,52,Average
15,13,4,86.7,3,4.0,10,2,2,71,Good
3,3,2,100.0,1,4.0,4,3,1,58,Average
24,18,2,75.0,3,0.0,7,1,5,61,Average
12,0,5,0.0,4,9.0,10,8,3,50,Average
8,7,7,87.5,0,12.0,4,0,2,53,Average
13,5,13,38.5,4,6.0,4,6,0,51,Average
20,8,13,40.0,3,2.0,3,7,4,50,Average
9,9,0,100.0,5,5.0,4,8,3,80,Good
3,3,10,100.0,1,6.0,7,6,5,70,Average
3,0,4,0.0,5,14.0,10,5,2,51,Average
21,7,2,33.3,2,1.0,3,8,0,37,Weak
4,3,8,75.0,3,5.0,9,9,2,73,Good
16,9,0,56.2,3,10.0,9,2,3,64,Average
10,2,5,20.0,3,3.0,10,8,1,48,Average
19,10,8,52.6,5,14.0,9,5,0,69,Average
3,3,4,100.0,1,14.0,3,1,4,68,Average
22,5,8,22.7,4,6.0,7,6,3,51,Average
18,14,6,77.8,5,11.0,10,10,2,84,Good
12,9,11,75.0,1,12.0,10,1,3,62,Average
6,6,2,100.0,1,10.0,9,0,4,69,Average
24,7,0,29.2,2,2.0,10,10,0,46,Average
8,1,7,12.5,4,0.0,9,6,2,42,Average
13,7,3,53.8,5,5.0,3,2,1,53,Average
11,6,10,54.5,4,2.0,10,8,0,62,Average
7,3,1,42.9,4,4.0,3,4,0,48,Average
11,9,8,81.8,2,10.0,4,3,2,64,Average
5,4,14,80.0,3,9.0,4,3,3,69,Average
2,0,1,0.0,1,3.0,9,6,3,27,Weak
8,7,4,87.5,2,0.0,3,1,4,55,Average
4,1,12,25.0,1,3.0,9,3,2,33,Weak
11,4,8,36.4,0,7.0,10,3,3,38,Weak
21,0,2,0.0,5,12.0,9,0,4,45,Average
5,2,3,40.0,4,5.0,4,8,3,56,Average
2,2,11,100.0,3,4.0,10,0,5,77,Good
4,2,12,50.0,0,8.0,4,10,1,43,Average
13,9,5,69.2,0,1.0,9,1,4,43,Average
8,0,7,0.0,0,3.0,7,3,4,17,Weak
13,8,11,61.5,4,0.0,3,1,3,52,Average
2,1,2,50.0,1,8.0,3,4,0,41,Average
9,7,3,77.8,1,7.0,3,6,3,56,Average
11,11,11,100.0,5,9.0,10,0,5,84,Good
11,6,2,54.5,5,9.0,10,5,3,69,Average
14,1,11,7.1,4,6.0,7,8,0,44,Average
19,9,7,47.4,1,13.0,10,5,1,54,Average
12,1,14,8.3,3,14.0,3,1,3,42,Average
21,9,0,42.9,1,1.0,10,7,4,45,Average
14,0,14,0.0,5,14.0,4,2,2,42,Average
7,5,3,71.4,0,3.0,3,0,5,40,Weak
7,2,0,28.6,4,3.0,9,4,4,51,Average
9,2,10,22.2,3,8.0,4,2,1,42,Average
15,0,7,0.0,4,0.0,4,0,1,25,Weak
7,7,12,100.0,2,5.0,9,8,5,79,Good
23,20,1,87.0,0,3.0,4,6,3,51,Average
13,11,1,84.6,4,7.0,9,10,5,85,Good
21,1,8,4.8,3,13.0,3,5,5,46,Average
17,6,13,35.3,2,14.0,3,4,2,49,Average
9,9,6,100.0,2,3.0,4,9,0,68,Average
7,4,11,57.1,2,8.0,9,0,5,57,Average
19,2,13,10.5,2,7.0,4,3,3,33,Weak
9,1,13,11.1,1,6.0,3,8,0,27,Weak
7,2,7,28.6,1,10.0,9,3,3,42,Average
23,23,10,100.0,1,15.0,7,9,0,77,Good
13,2,7,15.4,0,6.0,7,3,1,23,Weak
3,3,10,100.0,5,1.0,4,4,2,71,Good
13,9,8,69.2,1,14.0,3,9,2,62,Average
12,11,7,91.7,0,14.0,3,2,3,59,Average
21,18,6,85.7,0,5.0,9,10,5,63,Average
18,6,9,33.3,5,8.0,3,0,2,46,Average
6,5,11,83.3,2,13.0,4,2,4,68,Average
5,1,13,20.0,1,8.0,10,6,5,43,Average
15,4,9,26.7,2,7.0,4,6,4,44,Average
3,0,1,0.0,0,14.0,9,10,1,34,Weak
9,1,8,11.1,1,13.0,4,10,4,41,Average
5,0,4,0.0,1,8.0,10,7,1,32,Weak
2,0,0,0.0,4,2.0,10,7,2,41,Average
23,2,1,8.7,0,7.0,7,3,3,23,Weak
